idx,id,datetime,platform,cloud,collection_category,processing_level,has_lwir11,has_qa_pixel,date,month,out_file,out_exists
314,LC08_L2SP_196024_20240626_02_T1,2024-06-26T10:20:46.250541Z,landsat-8,1.23,T1,NA,TRUE,TRUE,2024-06-26,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240626_lc08_l2sp_196024_20240626_02_t1_LST_C.tif,TRUE
315,LC09_L2SP_197025_20240625_02_T1,2024-06-25T10:27:07.239632Z,landsat-9,0.68,T1,NA,TRUE,TRUE,2024-06-25,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240625_lc09_l2sp_197025_20240625_02_t1_LST_C.tif,TRUE
316,LC09_L2SP_197024_20240625_02_T1,2024-06-25T10:26:43.365561Z,landsat-9,1.81,T1,NA,TRUE,TRUE,2024-06-25,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240625_lc09_l2sp_197024_20240625_02_t1_LST_C.tif,TRUE
317,LC09_L2SP_196025_20240618_02_T2,2024-06-18T10:21:02.684714Z,landsat-9,99.95,T2,NA,TRUE,TRUE,2024-06-18,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240618_lc09_l2sp_196025_20240618_02_t2_LST_C.tif,FALSE
318,LC09_L2SP_196024_20240618_02_T1,2024-06-18T10:20:38.802171Z,landsat-9,88.63,T1,NA,TRUE,TRUE,2024-06-18,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240618_lc09_l2sp_196024_20240618_02_t1_LST_C.tif,FALSE
319,LC08_L2SP_197025_20240617_02_T2,2024-06-17T10:27:14.180245Z,landsat-8,89.19,T2,NA,TRUE,TRUE,2024-06-17,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240617_lc08_l2sp_197025_20240617_02_t2_LST_C.tif,FALSE
320,LC08_L2SP_197024_20240617_02_T1,2024-06-17T10:26:50.293440Z,landsat-8,86.47,T1,NA,TRUE,TRUE,2024-06-17,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240617_lc08_l2sp_197024_20240617_02_t1_LST_C.tif,FALSE
321,LC08_L2SP_196025_20240610_02_T1,2024-06-10T10:20:58.441371Z,landsat-8,86.36,T1,NA,TRUE,TRUE,2024-06-10,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240610_lc08_l2sp_196025_20240610_02_t1_LST_C.tif,FALSE
322,LC08_L2SP_196024_20240610_02_T2,2024-06-10T10:20:34.554566Z,landsat-8,100,T2,NA,TRUE,TRUE,2024-06-10,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240610_lc08_l2sp_196024_20240610_02_t2_LST_C.tif,FALSE
323,LC09_L2SP_197025_20240609_02_T1,2024-06-09T10:27:24.097345Z,landsat-9,9.14,T1,NA,TRUE,TRUE,2024-06-09,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240609_lc09_l2sp_197025_20240609_02_t1_LST_C.tif,TRUE
324,LC09_L2SP_197024_20240609_02_T1,2024-06-09T10:27:00.223274Z,landsat-9,29.56,T1,NA,TRUE,TRUE,2024-06-09,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240609_lc09_l2sp_197024_20240609_02_t1_LST_C.tif,TRUE
325,LC09_L2SP_196025_20240602_02_T2,2024-06-02T10:21:15.789096Z,landsat-9,99.98,T2,NA,TRUE,TRUE,2024-06-02,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240602_lc09_l2sp_196025_20240602_02_t2_LST_C.tif,FALSE
326,LC09_L2SP_196024_20240602_02_T2,2024-06-02T10:20:51.906553Z,landsat-9,99.93,T2,NA,TRUE,TRUE,2024-06-02,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240602_lc09_l2sp_196024_20240602_02_t2_LST_C.tif,FALSE
327,LC08_L2SP_197025_20240601_02_T2,2024-06-01T10:27:07.716223Z,landsat-8,99.99,T2,NA,TRUE,TRUE,2024-06-01,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240601_lc08_l2sp_197025_20240601_02_t2_LST_C.tif,FALSE
328,LC08_L2SP_197024_20240601_02_T2,2024-06-01T10:26:43.829419Z,landsat-8,99.99,T2,NA,TRUE,TRUE,2024-06-01,6,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240601_lc08_l2sp_197024_20240601_02_t2_LST_C.tif,FALSE
329,LC08_L2SP_196025_20240525_02_T1,2024-05-25T10:20:56.844774Z,landsat-8,51.96,T1,NA,TRUE,TRUE,2024-05-25,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240525_lc08_l2sp_196025_20240525_02_t1_LST_C.tif,FALSE
330,LC08_L2SP_196024_20240525_02_T1,2024-05-25T10:20:32.970678Z,landsat-8,59.47,T1,NA,TRUE,TRUE,2024-05-25,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240525_lc08_l2sp_196024_20240525_02_t1_LST_C.tif,FALSE
331,LC09_L2SP_197025_20240524_02_T2,2024-05-24T10:27:30.135798Z,landsat-9,98.42,T2,NA,TRUE,TRUE,2024-05-24,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240524_lc09_l2sp_197025_20240524_02_t2_LST_C.tif,FALSE
332,LC09_L2SP_197024_20240524_02_T2,2024-05-24T10:27:06.253253Z,landsat-9,100,T2,NA,TRUE,TRUE,2024-05-24,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240524_lc09_l2sp_197024_20240524_02_t2_LST_C.tif,FALSE
333,LC09_L2SP_196025_20240517_02_T2,2024-05-17T10:21:21.704515Z,landsat-9,100,T2,NA,TRUE,TRUE,2024-05-17,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240517_lc09_l2sp_196025_20240517_02_t2_LST_C.tif,FALSE
334,LC09_L2SP_196024_20240517_02_T1,2024-05-17T10:20:57.826207Z,landsat-9,85.7,T1,NA,TRUE,TRUE,2024-05-17,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240517_lc09_l2sp_196024_20240517_02_t1_LST_C.tif,FALSE
335,LC08_L2SP_197025_20240516_02_T2,2024-05-16T10:27:11.542428Z,landsat-8,88.91,T2,NA,TRUE,TRUE,2024-05-16,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240516_lc08_l2sp_197025_20240516_02_t2_LST_C.tif,FALSE
336,LC08_L2SP_197024_20240516_02_T1,2024-05-16T10:26:47.659860Z,landsat-8,89.42,T1,NA,TRUE,TRUE,2024-05-16,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240516_lc08_l2sp_197024_20240516_02_t1_LST_C.tif,FALSE
337,LC08_L2SP_196025_20240509_02_T1,2024-05-09T10:21:10.121532Z,landsat-8,15.12,T1,NA,TRUE,TRUE,2024-05-09,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240509_lc08_l2sp_196025_20240509_02_t1_LST_C.tif,TRUE
338,LC08_L2SP_196024_20240509_02_T1,2024-05-09T10:20:46.243199Z,landsat-8,19.09,T1,NA,TRUE,TRUE,2024-05-09,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240509_lc08_l2sp_196024_20240509_02_t1_LST_C.tif,TRUE
339,LC09_L2SP_197025_20240508_02_T1,2024-05-08T10:27:40.854957Z,landsat-9,85.74,T1,NA,TRUE,TRUE,2024-05-08,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240508_lc09_l2sp_197025_20240508_02_t1_LST_C.tif,FALSE
340,LC09_L2SP_197024_20240508_02_T1,2024-05-08T10:27:16.976651Z,landsat-9,85.03,T1,NA,TRUE,TRUE,2024-05-08,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240508_lc09_l2sp_197024_20240508_02_t1_LST_C.tif,FALSE
341,LC09_L2SP_196025_20240501_02_T1,2024-05-01T10:21:29.946301Z,landsat-9,18.12,T1,NA,TRUE,TRUE,2024-05-01,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240501_lc09_l2sp_196025_20240501_02_t1_LST_C.tif,TRUE
342,LC09_L2SP_196024_20240501_02_T1,2024-05-01T10:21:06.063758Z,landsat-9,11.03,T1,NA,TRUE,TRUE,2024-05-01,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240501_lc09_l2sp_196024_20240501_02_t1_LST_C.tif,TRUE
343,LC08_L2SP_197025_20240430_02_T1,2024-04-30T10:27:25.933880Z,landsat-8,59.2,T1,NA,TRUE,TRUE,2024-04-30,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240430_lc08_l2sp_197025_20240430_02_t1_LST_C.tif,FALSE
344,LC08_L2SP_196025_20240423_02_T1,2024-04-23T10:21:21.260906Z,landsat-8,27.77,T1,NA,TRUE,TRUE,2024-04-23,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240423_lc08_l2sp_196025_20240423_02_t1_LST_C.tif,TRUE
345,LC08_L2SP_196024_20240423_02_T1,2024-04-23T10:20:57.374101Z,landsat-8,48.02,T1,NA,TRUE,TRUE,2024-04-23,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240423_lc08_l2sp_196024_20240423_02_t1_LST_C.tif,FALSE
346,LC09_L2SP_197025_20240422_02_T1,2024-04-22T10:27:44.996750Z,landsat-9,84.44,T1,NA,TRUE,TRUE,2024-04-22,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240422_lc09_l2sp_197025_20240422_02_t1_LST_C.tif,FALSE
347,LC09_L2SP_197024_20240422_02_T1,2024-04-22T10:27:21.118441Z,landsat-9,85.47,T1,NA,TRUE,TRUE,2024-04-22,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240422_lc09_l2sp_197024_20240422_02_t1_LST_C.tif,FALSE
348,LC09_L2SP_196025_20240415_02_T1,2024-04-15T10:21:46.643490Z,landsat-9,28.03,T1,NA,TRUE,TRUE,2024-04-15,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240415_lc09_l2sp_196025_20240415_02_t1_LST_C.tif,TRUE
349,LC09_L2SP_196024_20240415_02_T1,2024-04-15T10:21:22.769419Z,landsat-9,76.86,T1,NA,TRUE,TRUE,2024-04-15,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240415_lc09_l2sp_196024_20240415_02_t1_LST_C.tif,FALSE
350,LC08_L2SP_197025_20240414_02_T1,2024-04-14T10:27:37.162521Z,landsat-8,79.28,T1,NA,TRUE,TRUE,2024-04-14,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240414_lc08_l2sp_197025_20240414_02_t1_LST_C.tif,FALSE
351,LC08_L2SP_197024_20240414_02_T1,2024-04-14T10:27:13.284189Z,landsat-8,82.9,T1,NA,TRUE,TRUE,2024-04-14,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240414_lc08_l2sp_197024_20240414_02_t1_LST_C.tif,FALSE
352,LC08_L2SP_196025_20240407_02_T1,2024-04-07T10:21:29.854978Z,landsat-8,49.03,T1,NA,TRUE,TRUE,2024-04-07,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240407_lc08_l2sp_196025_20240407_02_t1_LST_C.tif,FALSE
353,LC08_L2SP_196024_20240407_02_T1,2024-04-07T10:21:05.980881Z,landsat-8,73.59,T1,NA,TRUE,TRUE,2024-04-07,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240407_lc08_l2sp_196024_20240407_02_t1_LST_C.tif,FALSE
354,LC09_L2SP_197025_20240406_02_T1,2024-04-06T10:28:03.909530Z,landsat-9,45.67,T1,NA,TRUE,TRUE,2024-04-06,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240406_lc09_l2sp_197025_20240406_02_t1_LST_C.tif,FALSE
355,LC09_L2SP_197024_20240406_02_T1,2024-04-06T10:27:40.035457Z,landsat-9,64.75,T1,NA,TRUE,TRUE,2024-04-06,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240406_lc09_l2sp_197024_20240406_02_t1_LST_C.tif,FALSE
356,LC09_L2SP_196025_20240330_02_T2,2024-03-30T10:21:54.275762Z,landsat-9,100,T2,NA,TRUE,TRUE,2024-03-30,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240330_lc09_l2sp_196025_20240330_02_t2_LST_C.tif,FALSE
357,LC09_L2SP_196024_20240330_02_T2,2024-03-30T10:21:30.393219Z,landsat-9,96.81,T2,NA,TRUE,TRUE,2024-03-30,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240330_lc09_l2sp_196024_20240330_02_t2_LST_C.tif,FALSE
358,LC08_L2SP_197025_20240329_02_T2,2024-03-29T10:27:40.459217Z,landsat-8,98.83,T2,NA,TRUE,TRUE,2024-03-29,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240329_lc08_l2sp_197025_20240329_02_t2_LST_C.tif,FALSE
359,LC08_L2SP_197024_20240329_02_T2,2024-03-29T10:27:16.585121Z,landsat-8,94.26,T2,NA,TRUE,TRUE,2024-03-29,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240329_lc08_l2sp_197024_20240329_02_t2_LST_C.tif,FALSE
360,LC08_L2SP_196025_20240322_02_T1,2024-03-22T10:21:37.236003Z,landsat-8,96.47,T1,NA,TRUE,TRUE,2024-03-22,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240322_lc08_l2sp_196025_20240322_02_t1_LST_C.tif,FALSE
361,LC08_L2SP_196024_20240322_02_T2,2024-03-22T10:21:13.361907Z,landsat-8,100,T2,NA,TRUE,TRUE,2024-03-22,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240322_lc08_l2sp_196024_20240322_02_t2_LST_C.tif,FALSE
362,LC09_L2SP_197025_20240321_02_T1,2024-03-21T10:28:12.803395Z,landsat-9,91.37,T1,NA,TRUE,TRUE,2024-03-21,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240321_lc09_l2sp_197025_20240321_02_t1_LST_C.tif,FALSE
363,LC09_L2SP_197024_20240321_02_T2,2024-03-21T10:27:48.929323Z,landsat-9,99.91,T2,NA,TRUE,TRUE,2024-03-21,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240321_lc09_l2sp_197024_20240321_02_t2_LST_C.tif,FALSE
364,LC09_L2SP_196025_20240314_02_T1,2024-03-14T10:22:03.080302Z,landsat-9,74.36,T1,NA,TRUE,TRUE,2024-03-14,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240314_lc09_l2sp_196025_20240314_02_t1_LST_C.tif,FALSE
365,LC09_L2SP_196024_20240314_02_T1,2024-03-14T10:21:39.206231Z,landsat-9,66.57,T1,NA,TRUE,TRUE,2024-03-14,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240314_lc09_l2sp_196024_20240314_02_t1_LST_C.tif,FALSE
366,LC08_L2SP_197025_20240313_02_T2,2024-03-13T10:27:54.909959Z,landsat-8,99.98,T2,NA,TRUE,TRUE,2024-03-13,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240313_lc08_l2sp_197025_20240313_02_t2_LST_C.tif,FALSE
367,LC08_L2SP_197024_20240313_02_T2,2024-03-13T10:27:31.035863Z,landsat-8,100,T2,NA,TRUE,TRUE,2024-03-13,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240313_lc08_l2sp_197024_20240313_02_t2_LST_C.tif,FALSE
368,LC08_L2SP_196025_20240306_02_T1,2024-03-06T10:21:45.981842Z,landsat-8,50.16,T1,NA,TRUE,TRUE,2024-03-06,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240306_lc08_l2sp_196025_20240306_02_t1_LST_C.tif,FALSE
369,LC08_L2SP_196024_20240306_02_T1,2024-03-06T10:21:22.107746Z,landsat-8,73.92,T1,NA,TRUE,TRUE,2024-03-06,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240306_lc08_l2sp_196024_20240306_02_t1_LST_C.tif,FALSE
370,LC09_L2SP_197025_20240305_02_T2,2024-03-05T10:28:15.512756Z,landsat-9,98.24,T2,NA,TRUE,TRUE,2024-03-05,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240305_lc09_l2sp_197025_20240305_02_t2_LST_C.tif,FALSE
371,LC09_L2SP_197024_20240305_02_T2,2024-03-05T10:27:51.638685Z,landsat-9,98.24,T2,NA,TRUE,TRUE,2024-03-05,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240305_lc09_l2sp_197024_20240305_02_t2_LST_C.tif,FALSE
372,LC09_L2SP_196025_20240227_02_T1,2024-02-27T10:22:01.515933Z,landsat-9,44.74,T1,NA,TRUE,TRUE,2024-02-27,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240227_lc09_l2sp_196025_20240227_02_t1_LST_C.tif,FALSE
373,LC09_L2SP_196024_20240227_02_T1,2024-02-27T10:21:37.637625Z,landsat-9,74.34,T1,NA,TRUE,TRUE,2024-02-27,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240227_lc09_l2sp_196024_20240227_02_t1_LST_C.tif,FALSE
374,LC08_L2SP_197025_20240226_02_T2,2024-02-26T10:28:05.728456Z,landsat-8,98.11,T2,NA,TRUE,TRUE,2024-02-26,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240226_lc08_l2sp_197025_20240226_02_t2_LST_C.tif,FALSE
375,LC08_L2SP_197024_20240226_02_T2,2024-02-26T10:27:41.845888Z,landsat-8,99.97,T2,NA,TRUE,TRUE,2024-02-26,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240226_lc08_l2sp_197024_20240226_02_t2_LST_C.tif,FALSE
376,LC08_L2SP_196025_20240219_02_T1,2024-02-19T10:21:57.583753Z,landsat-8,86.67,T1,NA,TRUE,TRUE,2024-02-19,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240219_lc08_l2sp_196025_20240219_02_t1_LST_C.tif,FALSE
377,LC08_L2SP_196024_20240219_02_T2,2024-02-19T10:21:33.696949Z,landsat-8,96.52,T2,NA,TRUE,TRUE,2024-02-19,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240219_lc08_l2sp_196024_20240219_02_t2_LST_C.tif,FALSE
378,LC09_L2SP_197025_20240218_02_T2,2024-02-18T10:28:15.321173Z,landsat-9,100,T2,NA,TRUE,TRUE,2024-02-18,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240218_lc09_l2sp_197025_20240218_02_t2_LST_C.tif,FALSE
379,LC09_L2SP_197024_20240218_02_T2,2024-02-18T10:27:51.447102Z,landsat-9,100,T2,NA,TRUE,TRUE,2024-02-18,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240218_lc09_l2sp_197024_20240218_02_t2_LST_C.tif,FALSE
380,LC09_L2SP_196025_20240211_02_T2,2024-02-11T10:22:11.266392Z,landsat-9,97.63,T2,NA,TRUE,TRUE,2024-02-11,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240211_lc09_l2sp_196025_20240211_02_t2_LST_C.tif,FALSE
381,LC09_L2SP_196024_20240211_02_T2,2024-02-11T10:21:47.388085Z,landsat-9,100,T2,NA,TRUE,TRUE,2024-02-11,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240211_lc09_l2sp_196024_20240211_02_t2_LST_C.tif,FALSE
382,LC08_L2SP_197025_20240210_02_T1,2024-02-10T10:28:10.548777Z,landsat-8,93.69,T1,NA,TRUE,TRUE,2024-02-10,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240210_lc08_l2sp_197025_20240210_02_t1_LST_C.tif,FALSE
383,LC08_L2SP_197024_20240210_02_T1,2024-02-10T10:27:46.666209Z,landsat-8,98.08,T1,NA,TRUE,TRUE,2024-02-10,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240210_lc08_l2sp_197024_20240210_02_t1_LST_C.tif,FALSE
384,LC08_L2SP_196025_20240203_02_T2,2024-02-03T10:21:58.621807Z,landsat-8,95.91,T2,NA,TRUE,TRUE,2024-02-03,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240203_lc08_l2sp_196025_20240203_02_t2_LST_C.tif,FALSE
385,LC08_L2SP_196024_20240203_02_T2,2024-02-03T10:21:34.739238Z,landsat-8,63.59,T2,NA,TRUE,TRUE,2024-02-03,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240203_lc08_l2sp_196024_20240203_02_t2_LST_C.tif,FALSE
386,LC09_L2SP_197025_20240202_02_T1,2024-02-02T10:28:22.674083Z,landsat-9,94.87,T1,NA,TRUE,TRUE,2024-02-02,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240202_lc09_l2sp_197025_20240202_02_t1_LST_C.tif,FALSE
387,LC09_L2SP_197024_20240202_02_T1,2024-02-02T10:27:58.787305Z,landsat-9,100,T1,NA,TRUE,TRUE,2024-02-02,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240202_lc09_l2sp_197024_20240202_02_t1_LST_C.tif,FALSE
388,LC09_L2SP_196025_20240126_02_T2,2024-01-26T10:22:07.859996Z,landsat-9,99.99,T2,NA,TRUE,TRUE,2024-01-26,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240126_lc09_l2sp_196025_20240126_02_t2_LST_C.tif,FALSE
389,LC09_L2SP_196024_20240126_02_T2,2024-01-26T10:21:43.973217Z,landsat-9,79.63,T2,NA,TRUE,TRUE,2024-01-26,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240126_lc09_l2sp_196024_20240126_02_t2_LST_C.tif,FALSE
390,LC08_L2SP_197025_20240125_02_T1,2024-01-25T10:28:05.364684Z,landsat-8,86.27,T1,NA,TRUE,TRUE,2024-01-25,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240125_lc08_l2sp_197025_20240125_02_t1_LST_C.tif,FALSE
391,LC08_L2SP_197024_20240125_02_T1,2024-01-25T10:27:41.486352Z,landsat-8,98.67,T1,NA,TRUE,TRUE,2024-01-25,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240125_lc08_l2sp_197024_20240125_02_t1_LST_C.tif,FALSE
392,LC08_L2SP_196025_20240118_02_T1,2024-01-18T10:22:00.245088Z,landsat-8,71.71,T1,NA,TRUE,TRUE,2024-01-18,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240118_lc08_l2sp_196025_20240118_02_t1_LST_C.tif,FALSE
393,LC08_L2SP_196024_20240118_02_T1,2024-01-18T10:21:36.358284Z,landsat-8,24.16,T1,NA,TRUE,TRUE,2024-01-18,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240118_lc08_l2sp_196024_20240118_02_t1_LST_C.tif,FALSE
394,LC09_L2SP_197025_20240117_02_T2,2024-01-17T10:28:20.911534Z,landsat-9,100,T2,NA,TRUE,TRUE,2024-01-17,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240117_lc09_l2sp_197025_20240117_02_t2_LST_C.tif,FALSE
395,LC09_L2SP_197024_20240117_02_T2,2024-01-17T10:27:57.033226Z,landsat-9,100,T2,NA,TRUE,TRUE,2024-01-17,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240117_lc09_l2sp_197024_20240117_02_t2_LST_C.tif,FALSE
396,LC09_L2SP_196025_20240110_02_T1,2024-01-10T10:22:09.554198Z,landsat-9,54.12,T1,NA,TRUE,TRUE,2024-01-10,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240110_lc09_l2sp_196025_20240110_02_t1_LST_C.tif,FALSE
397,LC09_L2SP_196024_20240110_02_T1,2024-01-10T10:21:45.671654Z,landsat-9,6.26,T1,NA,TRUE,TRUE,2024-01-10,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240110_lc09_l2sp_196024_20240110_02_t1_LST_C.tif,FALSE
398,LC08_L2SP_197025_20240109_02_T1,2024-01-09T10:28:10.965065Z,landsat-8,6.86,T1,NA,TRUE,TRUE,2024-01-09,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240109_lc08_l2sp_197025_20240109_02_t1_LST_C.tif,FALSE
399,LC08_L2SP_197024_20240109_02_T1,2024-01-09T10:27:47.082497Z,landsat-8,5.69,T1,NA,TRUE,TRUE,2024-01-09,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240109_lc08_l2sp_197024_20240109_02_t1_LST_C.tif,FALSE
400,LC08_L2SP_196025_20240102_02_T2,2024-01-02T10:22:00.041556Z,landsat-8,100,T2,NA,TRUE,TRUE,2024-01-02,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240102_lc08_l2sp_196025_20240102_02_t2_LST_C.tif,FALSE
401,LC09_L2SP_197025_20240101_02_T2,2024-01-01T10:28:21.491676Z,landsat-9,94.04,T2,NA,TRUE,TRUE,2024-01-01,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240101_lc09_l2sp_197025_20240101_02_t2_LST_C.tif,FALSE
402,LC09_L2SP_196025_20231225_02_T2,2023-12-25T10:22:14.175445Z,landsat-9,100,T2,NA,TRUE,TRUE,2023-12-25,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20231225_lc09_l2sp_196025_20231225_02_t2_LST_C.tif,FALSE
403,LC08_L2SP_197025_20231224_02_T2,2023-12-24T10:28:17.115970Z,landsat-8,100,T2,NA,TRUE,TRUE,2023-12-24,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20231224_lc08_l2sp_197025_20231224_02_t2_LST_C.tif,FALSE
404,LC08_L2SP_196025_20231217_02_T1,2023-12-17T10:22:05.998351Z,landsat-8,61.83,T1,NA,TRUE,TRUE,2023-12-17,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20231217_lc08_l2sp_196025_20231217_02_t1_LST_C.tif,FALSE
405,LC09_L2SP_197025_20231216_02_T1,2023-12-16T10:28:23.656441Z,landsat-9,52.94,T1,NA,TRUE,TRUE,2023-12-16,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20231216_lc09_l2sp_197025_20231216_02_t1_LST_C.tif,FALSE
406,LC09_L2SP_196025_20231209_02_T2,2023-12-09T10:22:08.055186Z,landsat-9,78.03,T2,NA,TRUE,TRUE,2023-12-09,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20231209_lc09_l2sp_196025_20231209_02_t2_LST_C.tif,FALSE
407,LC09_L2SP_196024_20231209_02_T1,2023-12-09T10:21:44.172642Z,landsat-9,78.67,T1,NA,TRUE,TRUE,2023-12-09,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20231209_lc09_l2sp_196024_20231209_02_t1_LST_C.tif,FALSE
408,LC08_L2SP_197025_20231208_02_T2,2023-12-08T10:28:10.733615Z,landsat-8,100,T2,NA,TRUE,TRUE,2023-12-08,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20231208_lc08_l2sp_197025_20231208_02_t2_LST_C.tif,FALSE
